url,title,author,publish_date,content
https://vnexpress.net/topic/ha-noi-26482,[Cập nhật] Tin tức Hà Nội mới nhất trong ngày,,,
https://vnexpress.net/topic/tp-ho-chi-minh-26483,[Cập nhật] Tin tức TP Hồ Chí Minh mới trong ngày,,,
https://e.vnexpress.net/,"Latest Vietnam news, business, sports, life, travel reviews and analyses from VnExpress, Vietnam’s leading news website",,,"My boss's poor jokes make me feel harassed Every time I enter my boss's room to give him some documents, he would say: ""How come you're so pretty!""

Constant struggles with traffic jams and flooding make me doubt the value of Saigon life As Ho Chi Minh City entered the rainy season, I've been facing a daily ordeal of heavy rain, traffic jams, and flooding."
https://video.vnexpress.net,"Video tin nhanh, thể thao, giải trí hot trong tuần",,,"Nhiều ôtô chết máy sau mưa lớn

Cơn mưa lớn chiều 31/5 khiến nhiều tuyến đường ở TP HCM và Đồng Nai ngập nặng, hàng loạt phương tiện bị chết máy.

Tuấn Việt - Đinh Anh - Phước Tuấn

Độc giả chia sẻ Video đến video@vnexpress.net hoặc gửi thông tin, câu hỏi tại đây.

Thời sự Thứ sáu, 31/5/2024, 16:52 (GMT+7)"
https://vnexpress.net/hai-co-giao-va-tai-xe-bo-quen-be-trai-5-tuoi-tren-xe-bi-khoi-to-4752865.html,Hai cô giáo và tài xế bỏ quên bé trai 5 tuổi trên xe bị khởi tố,,,"Thái BìnhÔng Nguyễn Văn Lâm cùng hai cô giáo trường mầm non Hồng Nhung bị khởi tố trong vụ bé Gia Huy 5 tuổi bị bỏ quên trên ôtô đưa đón suốt 11 tiếng.

Ngày 31/5, ông Lâm, 58 tuổi, bị Công an thành phố Thái Bình khởi tố, bắt tạm giam về tội Vô ý làm chết người, theo điều 128 Bộ Luật Hình sự.

Hai giáo viên phụ trách lớp của Gia Huy ở trường Mầm non Hồng Nhung là Nguyễn Thị Phương (26 tuổi) và Đoàn Thị Nhâm (58 tuổi) bị khởi tố, cấm đi khỏi nơi cư trú, điều tra về tội Thiếu trách nhiệm gây hậu quả nghiêm trọng.

Hôm qua, Phương Quỳnh Anh, phụ trách đưa đón học sinh, đã bị tạm giam về tội Vô ý làm chết người.

Hành trình xe 29 chỗ đón Gia Huy từ nhà trọ tới trường mầm non. Đồ họa: Đỗ Nam

Theo cơ quan điều tra, 6h20 ngày 29/5, Quỳnh Anh cùng lái xe Lâm đón bé Huy tới trường Mầm non Hồng Nhung cơ sở 2 ở khu tái định cư xã Phú Xuân, TP Thái Bình. Khi lên xe, Huy ngồi ngay ghế sau lái.

17h30 cùng ngày, cậu của Huy đến đón thì không thấy bé. Sau đó, mọi người phát hiện Huy vẫn trong ôtô. Công an xác định Gia Huy ở trong xe 11 tiếng, dưới trời nắng nóng, dạ dày không có thức ăn nên bị suy kiệt, suy hô hấp.

Do người lái xe chính xin nghỉ phép một tuần, tài xế Lâm nhận nhiệm vụ đưa đón học sinh từ ngày 22/5. Ôtô 29 chỗ do nhà trường ký hợp đồng với đơn vị cung cấp dịch vụ.

Chiếc xe chở bé Gia Huy vào sáng 29/5. Ảnh: Xuân Hoa

Trường mầm non Hồng Nhung 2 là cơ sở tư thục, thành lập năm 2022, có 12 lớp với 272 trẻ. Trường có hệ thống điểm danh học sinh qua phần mềm cài đặt trên điện thoại của phụ huynh. Khi có cháu nghỉ, các cô sẽ gửi thông tin qua phần mềm và gọi điện cho phụ huynh. Tuy nhiên, khi Gia Huy không vào lớp, gia đình không nhận được cuộc gọi nào từ phía các cô giáo. Ngày xảy ra sự việc, trường tổ chức tổng kết năm học 2023-2024.

Lê Tân

Lê Tân"
https://vnexpress.net/hai-co-giao-va-tai-xe-bo-quen-be-trai-5-tuoi-tren-xe-bi-khoi-to-4752865.html#box_comment_vne,Hai cô giáo và tài xế bỏ quên bé trai 5 tuổi trên xe bị khởi tố,,,"Thái BìnhÔng Nguyễn Văn Lâm cùng hai cô giáo trường mầm non Hồng Nhung bị khởi tố trong vụ bé Gia Huy 5 tuổi bị bỏ quên trên ôtô đưa đón suốt 11 tiếng.

Ngày 31/5, ông Lâm, 58 tuổi, bị Công an thành phố Thái Bình khởi tố, bắt tạm giam về tội Vô ý làm chết người, theo điều 128 Bộ Luật Hình sự.

Hai giáo viên phụ trách lớp của Gia Huy ở trường Mầm non Hồng Nhung là Nguyễn Thị Phương (26 tuổi) và Đoàn Thị Nhâm (58 tuổi) bị khởi tố, cấm đi khỏi nơi cư trú, điều tra về tội Thiếu trách nhiệm gây hậu quả nghiêm trọng.

Hôm qua, Phương Quỳnh Anh, phụ trách đưa đón học sinh, đã bị tạm giam về tội Vô ý làm chết người.

Hành trình xe 29 chỗ đón Gia Huy từ nhà trọ tới trường mầm non. Đồ họa: Đỗ Nam

Theo cơ quan điều tra, 6h20 ngày 29/5, Quỳnh Anh cùng lái xe Lâm đón bé Huy tới trường Mầm non Hồng Nhung cơ sở 2 ở khu tái định cư xã Phú Xuân, TP Thái Bình. Khi lên xe, Huy ngồi ngay ghế sau lái.

17h30 cùng ngày, cậu của Huy đến đón thì không thấy bé. Sau đó, mọi người phát hiện Huy vẫn trong ôtô. Công an xác định Gia Huy ở trong xe 11 tiếng, dưới trời nắng nóng, dạ dày không có thức ăn nên bị suy kiệt, suy hô hấp.

Do người lái xe chính xin nghỉ phép một tuần, tài xế Lâm nhận nhiệm vụ đưa đón học sinh từ ngày 22/5. Ôtô 29 chỗ do nhà trường ký hợp đồng với đơn vị cung cấp dịch vụ.

Chiếc xe chở bé Gia Huy vào sáng 29/5. Ảnh: Xuân Hoa

Trường mầm non Hồng Nhung 2 là cơ sở tư thục, thành lập năm 2022, có 12 lớp với 272 trẻ. Trường có hệ thống điểm danh học sinh qua phần mềm cài đặt trên điện thoại của phụ huynh. Khi có cháu nghỉ, các cô sẽ gửi thông tin qua phần mềm và gọi điện cho phụ huynh. Tuy nhiên, khi Gia Huy không vào lớp, gia đình không nhận được cuộc gọi nào từ phía các cô giáo. Ngày xảy ra sự việc, trường tổ chức tổng kết năm học 2023-2024.

Lê Tân

Lê Tân"
https://vnexpress.net/berlin-cho-phep-ukraine-dung-vu-khi-duc-tap-kich-nga-4752891.html,Berlin cho phép Ukraine dùng vũ khí Đức tập kích Nga,,,"Chính phủ Đức xác nhận cho phép Ukraine dùng vũ khí Berlin viện trợ để tập kích vào lãnh thổ Nga, động thái tương tự Mỹ.

Steffen Hebestreit, phát ngôn viên của Thủ tướng Đức Olaf Scholz, ngày 31/5 tuyên bố Ukraine ""có quyền tự vệ theo luật quốc tế"" để đáp trả lại cuộc tấn công xuất phát từ bên trong lãnh thổ Nga.

Ông Hebestreit nói Moskva những tuần gần đây đã gia tăng các cuộc tập kích Ukraine từ trong lãnh thổ Nga, đặc biệt là nhắm vào khu vực quanh Kharkov. Phát ngôn viên của Thủ tướng Đức cho biết Berlin cùng các đồng minh phương Tây đều ủng hộ Ukraine phòng vệ trước các đòn tấn công từ Nga.

""Để làm được như vậy, họ cũng có thể sử dụng vũ khí được viện trợ vì mục đích tự vệ này, trong đó có vũ khí do chúng tôi cung cấp"", ông Hebestreit khẳng định.

Phát ngôn viên của Thủ tướng Đức Steffen Hebestreit. Ảnh: lessentiel

Tuyên bố của Đức được đưa ra sau khi chính phủ Mỹ có quyết định tương tự. Sergiy Nykyforov, thư ký báo chí của Tổng thống Ukraine Volodymyr Zelensky, ngày 31/5 xác nhận Washington đã cho phép Kiev dùng vũ khí Mỹ viện trợ để tập kích lãnh thổ Nga.

Ông Nykyforov nói quyết định của Mỹ sẽ giúp Ukraine tăng đáng kể khả năng phòng thủ trước các cuộc tấn công từ bên kia biên giới Nga.

Chủ tịch Ủy ban Quốc phòng Duma Quốc gia Nga Andrey Kartapolov đã cảnh báo động thái của Mỹ sẽ làm leo thang căng thẳng và Moskva sẽ đáp trả bằng các biện pháp ""phi đối xứng"", nhưng không nêu cụ thể.

Đức, quốc gia viện trợ quân sự lớn thứ hai cho Ukraine sau Mỹ, đã chuyển nhiều thiết bị quân sự cho Kiev. Tuy nhiên, nước này trước đây kiên quyết phản đối việc Ukraine dùng vũ khí Đức viện trợ để tập kích Nga, do lo ngại leo thang xung đột.

Ngọc Ánh (Theo AFP)"
https://vnexpress.net/berlin-cho-phep-ukraine-dung-vu-khi-duc-tap-kich-nga-4752891.html#box_comment_vne,Berlin cho phép Ukraine dùng vũ khí Đức tập kích Nga,,,"Chính phủ Đức xác nhận cho phép Ukraine dùng vũ khí Berlin viện trợ để tập kích vào lãnh thổ Nga, động thái tương tự Mỹ.

Steffen Hebestreit, phát ngôn viên của Thủ tướng Đức Olaf Scholz, ngày 31/5 tuyên bố Ukraine ""có quyền tự vệ theo luật quốc tế"" để đáp trả lại cuộc tấn công xuất phát từ bên trong lãnh thổ Nga.

Ông Hebestreit nói Moskva những tuần gần đây đã gia tăng các cuộc tập kích Ukraine từ trong lãnh thổ Nga, đặc biệt là nhắm vào khu vực quanh Kharkov. Phát ngôn viên của Thủ tướng Đức cho biết Berlin cùng các đồng minh phương Tây đều ủng hộ Ukraine phòng vệ trước các đòn tấn công từ Nga.

""Để làm được như vậy, họ cũng có thể sử dụng vũ khí được viện trợ vì mục đích tự vệ này, trong đó có vũ khí do chúng tôi cung cấp"", ông Hebestreit khẳng định.

Phát ngôn viên của Thủ tướng Đức Steffen Hebestreit. Ảnh: lessentiel

Tuyên bố của Đức được đưa ra sau khi chính phủ Mỹ có quyết định tương tự. Sergiy Nykyforov, thư ký báo chí của Tổng thống Ukraine Volodymyr Zelensky, ngày 31/5 xác nhận Washington đã cho phép Kiev dùng vũ khí Mỹ viện trợ để tập kích lãnh thổ Nga.

Ông Nykyforov nói quyết định của Mỹ sẽ giúp Ukraine tăng đáng kể khả năng phòng thủ trước các cuộc tấn công từ bên kia biên giới Nga.

Chủ tịch Ủy ban Quốc phòng Duma Quốc gia Nga Andrey Kartapolov đã cảnh báo động thái của Mỹ sẽ làm leo thang căng thẳng và Moskva sẽ đáp trả bằng các biện pháp ""phi đối xứng"", nhưng không nêu cụ thể.

Đức, quốc gia viện trợ quân sự lớn thứ hai cho Ukraine sau Mỹ, đã chuyển nhiều thiết bị quân sự cho Kiev. Tuy nhiên, nước này trước đây kiên quyết phản đối việc Ukraine dùng vũ khí Đức viện trợ để tập kích Nga, do lo ngại leo thang xung đột.

Ngọc Ánh (Theo AFP)"
https://vnexpress.net/ong-medvedev-nga-khong-noi-dua-ve-vu-khi-hat-nhan-o-ukraine-4752885.html,Ông Medvedev: 'Nga không nói đùa về vũ khí hạt nhân ở Ukraine',,,"Ông Medvedev cho biết Nga ""không nói đùa"" về khả năng dùng vũ khí hạt nhân chiến thuật ở Ukraine, đồng thời cảnh báo về xung đột với phương Tây.

""Nga coi tất cả vũ khí tầm xa mà Ukraine sử dụng đều được quân nhân các nước NATO trực tiếp kiểm soát. Đây không phải hỗ trợ quân sự, mà là trực tiếp tham gia vào cuộc chiến chống lại chúng tôi"", Phó chủ tịch Hội đồng An ninh Nga Dmitry Medvedev hôm nay cho hay. ""Đó có thể là hành động khai chiến"".

Bình luận được Medvedev đưa ra sau khi 4 quan chức Mỹ hôm 30/5 nói rằng Tổng thống Joe Biden đã âm thầm chấp thuận cho Ukraine sử dụng vũ khí do Mỹ cung cấp để tấn công căn cứ quân sự bên trong lãnh thổ Nga, nhằm hỗ trợ cuộc phản công ở thành phố đông bắc Kharkov.

Ông Medvedev nhấn mạnh phương Tây sẽ phạm ""sai lầm chết người"" khi nghĩ rằng Nga không sẵn sàng sử dụng vũ khí hạt nhân chiến thuật nhằm vào Ukraine. Ông cũng nói về khả năng tấn công các quốc gia thù địch bằng vũ khí hạt nhân chiến lược, song không nêu cụ thể là những nước nào.

""Đây không phải hăm dọa hay nói đùa. Xung đột quân sự hiện nay với phương Tây đang diễn tiến theo kịch bản tồi tệ nhất có thể"", ông nói.

Theo Medvedev, việc Ukraine sử dụng vũ khí NATO đang có chiều hướng leo thang, nên ""không ai có thể loại trừ khả năng xung đột đang tiến đến giai đoạn quyết định"". Moskva từ lâu cho rằng sự can dự của phương Tây ở Ukraine đồng nghĩa đang xung đột với Nga.

Phó chủ tịch Hội đồng An ninh Nga Dmitry Medvedev tại dinh thự ở ngoại ô Moskva hồi tháng 3. Ảnh: Reuters

Ông Medvedev là đồng minh lâu năm của Tổng thống Vladimir Putin, đồng thời là người đứng vị trí thứ hai trong Hội đồng An ninh Nga, cơ quan tham mưu cho ông Putin, chỉ sau chính Tổng thống. Ông từng nhiều lần đề cập khả năng sử dụng vũ khí hạt nhân chiến thuật ở Ukraine.

Vũ khí hạt nhân chiến thuật là loại đầu đạn hạt nhân cỡ nhỏ, được sử dụng để đạt lợi ích cụ thể trên chiến trường, thay vì tàn phá trên diện rộng như đầu đạn chiến lược lắp cho tên lửa đạn đạo xuyên lục địa (ICBM) hay bom cỡ lớn. Vũ khí hạt nhân chiến thuật có thể được gắn trên tên lửa hành trình, tên lửa chống hạm, ngư lôi, phóng từ máy bay hoặc bắn từ pháo.

Ukraine gần đây liên tục kêu gọi đồng minh phương Tây cho phép sử dụng vũ khí tầm xa mà họ cung cấp để tấn công mục tiêu quân sự trên lãnh thổ Nga, trong bối cảnh cục diện chiến sự đang thay đổi nhanh chóng theo chiều hướng bất lợi cho Kiev. Tổng thống Ukraine Volodymyr Zelensky nhấn mạnh việc tập kích mục tiêu trên đất Nga chỉ mang tính phòng thủ.

Tổng thống Putin ngày 28/5 cảnh báo về ""hậu quả nghiêm trọng"" nếu các nước phương Tây cho phép Ukraine sử dụng vũ khí họ viện trợ để tấn công lãnh thổ Nga.

Nga là nước sở hữu kho vũ khí hạt nhân lớn nhất thế giới. Điều 19 trong học thuyết hạt nhân năm 2020 của Nga quy định tổng thống Nga có thể cân nhắc sử dụng vũ khí hạt nhân đáp trả khi xảy ra cuộc tấn công sử dụng vũ khí hạt nhân, vũ khí hủy diệt hàng loạt hoặc vũ khí thông thường đe dọa sự tồn vong của nhà nước Nga.

Học thuyết hạt nhân Nga cũng quy định tổng thống Nga với vai trò tổng tư lệnh các lực lượng vũ trang có toàn quyền ra lệnh sử dụng vũ khí hạt nhân.

Huyền Lê (Theo Reuters)"
https://vnexpress.net/ong-medvedev-nga-khong-noi-dua-ve-vu-khi-hat-nhan-o-ukraine-4752885.html#box_comment_vne,Ông Medvedev: 'Nga không nói đùa về vũ khí hạt nhân ở Ukraine',,,"Ông Medvedev cho biết Nga ""không nói đùa"" về khả năng dùng vũ khí hạt nhân chiến thuật ở Ukraine, đồng thời cảnh báo về xung đột với phương Tây.

""Nga coi tất cả vũ khí tầm xa mà Ukraine sử dụng đều được quân nhân các nước NATO trực tiếp kiểm soát. Đây không phải hỗ trợ quân sự, mà là trực tiếp tham gia vào cuộc chiến chống lại chúng tôi"", Phó chủ tịch Hội đồng An ninh Nga Dmitry Medvedev hôm nay cho hay. ""Đó có thể là hành động khai chiến"".

Bình luận được Medvedev đưa ra sau khi 4 quan chức Mỹ hôm 30/5 nói rằng Tổng thống Joe Biden đã âm thầm chấp thuận cho Ukraine sử dụng vũ khí do Mỹ cung cấp để tấn công căn cứ quân sự bên trong lãnh thổ Nga, nhằm hỗ trợ cuộc phản công ở thành phố đông bắc Kharkov.

Ông Medvedev nhấn mạnh phương Tây sẽ phạm ""sai lầm chết người"" khi nghĩ rằng Nga không sẵn sàng sử dụng vũ khí hạt nhân chiến thuật nhằm vào Ukraine. Ông cũng nói về khả năng tấn công các quốc gia thù địch bằng vũ khí hạt nhân chiến lược, song không nêu cụ thể là những nước nào.

""Đây không phải hăm dọa hay nói đùa. Xung đột quân sự hiện nay với phương Tây đang diễn tiến theo kịch bản tồi tệ nhất có thể"", ông nói.

Theo Medvedev, việc Ukraine sử dụng vũ khí NATO đang có chiều hướng leo thang, nên ""không ai có thể loại trừ khả năng xung đột đang tiến đến giai đoạn quyết định"". Moskva từ lâu cho rằng sự can dự của phương Tây ở Ukraine đồng nghĩa đang xung đột với Nga.

Phó chủ tịch Hội đồng An ninh Nga Dmitry Medvedev tại dinh thự ở ngoại ô Moskva hồi tháng 3. Ảnh: Reuters

Ông Medvedev là đồng minh lâu năm của Tổng thống Vladimir Putin, đồng thời là người đứng vị trí thứ hai trong Hội đồng An ninh Nga, cơ quan tham mưu cho ông Putin, chỉ sau chính Tổng thống. Ông từng nhiều lần đề cập khả năng sử dụng vũ khí hạt nhân chiến thuật ở Ukraine.

Vũ khí hạt nhân chiến thuật là loại đầu đạn hạt nhân cỡ nhỏ, được sử dụng để đạt lợi ích cụ thể trên chiến trường, thay vì tàn phá trên diện rộng như đầu đạn chiến lược lắp cho tên lửa đạn đạo xuyên lục địa (ICBM) hay bom cỡ lớn. Vũ khí hạt nhân chiến thuật có thể được gắn trên tên lửa hành trình, tên lửa chống hạm, ngư lôi, phóng từ máy bay hoặc bắn từ pháo.

Ukraine gần đây liên tục kêu gọi đồng minh phương Tây cho phép sử dụng vũ khí tầm xa mà họ cung cấp để tấn công mục tiêu quân sự trên lãnh thổ Nga, trong bối cảnh cục diện chiến sự đang thay đổi nhanh chóng theo chiều hướng bất lợi cho Kiev. Tổng thống Ukraine Volodymyr Zelensky nhấn mạnh việc tập kích mục tiêu trên đất Nga chỉ mang tính phòng thủ.

Tổng thống Putin ngày 28/5 cảnh báo về ""hậu quả nghiêm trọng"" nếu các nước phương Tây cho phép Ukraine sử dụng vũ khí họ viện trợ để tấn công lãnh thổ Nga.

Nga là nước sở hữu kho vũ khí hạt nhân lớn nhất thế giới. Điều 19 trong học thuyết hạt nhân năm 2020 của Nga quy định tổng thống Nga có thể cân nhắc sử dụng vũ khí hạt nhân đáp trả khi xảy ra cuộc tấn công sử dụng vũ khí hạt nhân, vũ khí hủy diệt hàng loạt hoặc vũ khí thông thường đe dọa sự tồn vong của nhà nước Nga.

Học thuyết hạt nhân Nga cũng quy định tổng thống Nga với vai trò tổng tư lệnh các lực lượng vũ trang có toàn quyền ra lệnh sử dụng vũ khí hạt nhân.

Huyền Lê (Theo Reuters)"
